year,race,gestational_age_group,mother_age_group,births,deaths,mortality_rate
2016,Non-Hispanic Black,42+ weeks,Under 20,2421,15,6.195786864931847
2016,Non-Hispanic Black,42+ weeks,20-24,8354,43,5.147234857553268
2016,Non-Hispanic Black,42+ weeks,25-29,8324,34,4.084574723690533
2016,Non-Hispanic Black,42+ weeks,30-34,5385,16,2.971216341689879
2016,Non-Hispanic Black,42+ weeks,35-39,2463,12,4.872107186358099
2016,Non-Hispanic Black,42+ weeks,40 and over,591,2,3.3840947546531304
2016,Non-Hispanic White,<28 weeks,Under 20,579,218,376.5112262521589
2016,Non-Hispanic White,<28 weeks,20-24,1744,726,416.2844036697247
2016,Non-Hispanic White,<28 weeks,25-29,2652,1048,395.17345399698337
2016,Non-Hispanic White,<28 weeks,30-34,2649,995,375.61343903359756
2016,Non-Hispanic White,<28 weeks,35-39,1448,525,362.56906077348066
2016,Non-Hispanic White,<28 weeks,40 and over,327,119,363.914373088685
2016,Non-Hispanic White,28-31 weeks,Under 20,857,59,68.84480746791131
2016,Non-Hispanic White,28-31 weeks,20-24,3070,145,47.23127035830619
2016,Non-Hispanic White,28-31 weeks,25-29,4653,190,40.833870621104666
2016,Non-Hispanic White,28-31 weeks,30-34,5056,204,40.348101265822784
2016,Non-Hispanic White,28-31 weeks,35-39,2667,92,34.49568803899513
2016,Non-Hispanic White,28-31 weeks,40 and over,757,42,55.482166446499335
2016,Non-Hispanic White,32-33 weeks,Under 20,1149,29,25.239338555265448
2016,Non-Hispanic White,32-33 weeks,20-24,4536,96,21.164021164021165
2016,Non-Hispanic White,32-33 weeks,25-29,6854,136,19.842427779398893
2016,Non-Hispanic White,32-33 weeks,30-34,7485,114,15.230460921843688
2016,Non-Hispanic White,32-33 weeks,35-39,4095,60,14.652014652014651
2016,Non-Hispanic White,32-33 weeks,40 and over,1090,19,17.431192660550458
2016,Non-Hispanic White,34-36 weeks,Under 20,6536,88,13.46389228886169
2016,Non-Hispanic White,34-36 weeks,20-24,26514,260,9.80614015237233
2016,Non-Hispanic White,34-36 weeks,25-29,41656,334,8.018052621471096
2016,Non-Hispanic White,34-36 weeks,30-34,45088,297,6.587118523775727
2016,Non-Hispanic White,34-36 weeks,35-39,24331,137,5.630676914224652
2016,Non-Hispanic White,34-36 weeks,40 and over,6157,34,5.522169887932434
2016,Non-Hispanic White,37-38 weeks,Under 20,17681,100,5.6557886997341775
2016,Non-Hispanic White,37-38 weeks,20-24,82208,334,4.062864927987544
2016,Non-Hispanic White,37-38 weeks,25-29,138533,412,2.9740206304634995
2016,Non-Hispanic White,37-38 weeks,30-34,147830,347,2.34729080700805
2016,Non-Hispanic White,37-38 weeks,35-39,74229,161,2.168963612604238
2016,Non-Hispanic White,37-38 weeks,40 and over,16662,56,3.360941063497779
2016,Non-Hispanic White,39-41 weeks,Under 20,45085,130,2.8834423866030834
2016,Non-Hispanic White,39-41 weeks,20-24,219034,610,2.7849557602929225
2016,Non-Hispanic White,39-41 weeks,25-29,383848,626,1.630853879660699
2016,Non-Hispanic White,39-41 weeks,30-34,402438,498,1.2374576953468608
2016,Non-Hispanic White,39-41 weeks,35-39,175069,212,1.210951110704922
2016,Non-Hispanic White,39-41 weeks,40 and over,30857,48,1.5555627572349873
2016,Non-Hispanic White,42+ weeks,Under 20,6195,26,4.196933010492333
2016,Non-Hispanic White,42+ weeks,20-24,25929,76,2.9310810289637086
2016,Non-Hispanic White,42+ weeks,25-29,36310,75,2.0655466813549985
2016,Non-Hispanic White,42+ weeks,30-34,30523,55,1.801919863709334
2016,Non-Hispanic White,42+ weeks,35-39,11654,16,1.3729191693839025
2016,Non-Hispanic White,42+ weeks,40 and over,2075,9,4.337349397590361
2017,Non-Hispanic Black,<28 weeks,Under 20,640,268,418.75
2017,Non-Hispanic Black,<28 weeks,20-24,2074,792,381.870781099325
2017,Non-Hispanic Black,<28 weeks,25-29,2469,902,365.33009315512356
2017,Non-Hispanic Black,<28 weeks,30-34,1907,721,378.0807551127425
2017,Non-Hispanic Black,<28 weeks,35-39,1123,374,333.0365093499555
2017,Non-Hispanic Black,<28 weeks,40 and over,291,88,302.40549828178695
2017,Non-Hispanic Black,28-31 weeks,Under 20,728,29,39.83516483516483
2017,Non-Hispanic Black,28-31 weeks,20-24,2485,132,53.11871227364185
2017,Non-Hispanic Black,28-31 weeks,25-29,2884,123,42.649098474341194
2017,Non-Hispanic Black,28-31 weeks,30-34,2214,87,39.295392953929536
2017,Non-Hispanic Black,28-31 weeks,35-39,1476,62,42.00542005420054
2017,Non-Hispanic Black,28-31 weeks,40 and over,470,25,53.191489361702125
2017,Non-Hispanic Black,32-33 weeks,Under 20,996,19,19.076305220883537
2017,Non-Hispanic Black,32-33 weeks,20-24,3216,51,15.858208955223882
2017,Non-Hispanic Black,32-33 weeks,25-29,3457,59,17.066820943014175
2017,Non-Hispanic Black,32-33 weeks,30-34,2626,41,15.613099771515614
2017,Non-Hispanic Black,32-33 weeks,35-39,1720,16,9.30232558139535
2017,Non-Hispanic Black,32-33 weeks,40 and over,546,13,23.809523809523807
2017,Non-Hispanic Black,34-36 weeks,Under 20,4566,42,9.198423127463863
2017,Non-Hispanic Black,34-36 weeks,20-24,15472,126,8.14374353671148
2017,Non-Hispanic Black,34-36 weeks,25-29,17617,149,8.457739683260487
2017,Non-Hispanic Black,34-36 weeks,30-34,13429,103,7.669967979745327
2017,Non-Hispanic Black,34-36 weeks,35-39,8129,55,6.7658998646820026
2017,Non-Hispanic Black,34-36 weeks,40 and over,2432,28,11.51315789473684
2017,Non-Hispanic Black,37-38 weeks,Under 20,10822,58,5.359452966180004
2017,Non-Hispanic Black,37-38 weeks,20-24,40553,233,5.7455675289127806
2017,Non-Hispanic Black,37-38 weeks,25-29,47215,194,4.108863708567193
2017,Non-Hispanic Black,37-38 weeks,30-34,35060,135,3.8505419281232176
2017,Non-Hispanic Black,37-38 weeks,35-39,19959,76,3.8078060023047247
2017,Non-Hispanic Black,37-38 weeks,40 and over,5351,30,5.606428704914969
2017,Non-Hispanic Black,39-41 weeks,Under 20,20262,96,4.737933076695291
2017,Non-Hispanic Black,39-41 weeks,20-24,75614,272,3.5972174465046156
2017,Non-Hispanic Black,39-41 weeks,25-29,85118,253,2.9723442750064617
2017,Non-Hispanic Black,39-41 weeks,30-34,61323,148,2.413450092135088
2017,Non-Hispanic Black,39-41 weeks,35-39,29873,66,2.209352927392629
2017,Non-Hispanic Black,39-41 weeks,40 and over,6774,29,4.281074697372306
2017,Non-Hispanic Black,42+ weeks,Under 20,2261,8,3.538257408226449
2017,Non-Hispanic Black,42+ weeks,20-24,7808,46,5.891393442622951
2017,Non-Hispanic Black,42+ weeks,25-29,8203,25,3.0476654882360115
2017,Non-Hispanic Black,42+ weeks,30-34,5575,18,3.2286995515695067
2017,Non-Hispanic Black,42+ weeks,35-39,2617,8,3.056935422239205
2017,Non-Hispanic Black,42+ weeks,40 and over,594,6,10.101010101010102
2017,Non-Hispanic White,<28 weeks,Under 20,545,215,394.4954128440367
2017,Non-Hispanic White,<28 weeks,20-24,1674,656,391.8757467144564
2017,Non-Hispanic White,<28 weeks,25-29,2565,1033,402.729044834308
2017,Non-Hispanic White,<28 weeks,30-34,2483,880,354.40998791784136
2017,Non-Hispanic White,<28 weeks,35-39,1338,492,367.7130044843049
2017,Non-Hispanic White,<28 weeks,40 and over,341,107,313.78299120234607
2017,Non-Hispanic White,28-31 weeks,Under 20,847,43,50.76741440377804
2017,Non-Hispanic White,28-31 weeks,20-24,2791,155,55.535650304550344
2017,Non-Hispanic White,28-31 weeks,25-29,4574,191,41.75776125929165
2017,Non-Hispanic White,28-31 weeks,30-34,4935,197,39.918946301925025
2017,Non-Hispanic White,28-31 weeks,35-39,2716,72,26.509572901325477
2017,Non-Hispanic White,28-31 weeks,40 and over,724,27,37.29281767955801
2017,Non-Hispanic White,32-33 weeks,Under 20,1097,20,18.231540565177756
2017,Non-Hispanic White,32-33 weeks,20-24,4127,76,18.415313787254664
2017,Non-Hispanic White,32-33 weeks,25-29,6678,108,16.172506738544474
2017,Non-Hispanic White,32-33 weeks,30-34,7402,98,13.239664955417455
2017,Non-Hispanic White,32-33 weeks,35-39,3973,77,19.380820538635792
2017,Non-Hispanic White,32-33 weeks,40 and over,1110,14,12.612612612612612
2017,Non-Hispanic White,34-36 weeks,Under 20,5978,67,11.207761793241888
2017,Non-Hispanic White,34-36 weeks,20-24,25393,260,10.239042255739772
2017,Non-Hispanic White,34-36 weeks,25-29,41476,311,7.4983122769794575
2017,Non-Hispanic White,34-36 weeks,30-34,44635,268,6.004256749187857
2017,Non-Hispanic White,34-36 weeks,35-39,24749,145,5.858822578690048
2017,Non-Hispanic White,34-36 weeks,40 and over,6187,40,6.465168902537579
2017,Non-Hispanic White,37-38 weeks,Under 20,16590,79,4.761904761904763
2017,Non-Hispanic White,37-38 weeks,20-24,79395,358,4.509100069273884
2017,Non-Hispanic White,37-38 weeks,25-29,136113,363,2.6669017654448877
2017,Non-Hispanic White,37-38 weeks,30-34,147766,334,2.260330522583003
2017,Non-Hispanic White,37-38 weeks,35-39,76469,178,2.3277406530751024
2017,Non-Hispanic White,37-38 weeks,40 and over,17142,49,2.8584762571461906
2017,Non-Hispanic White,39-41 weeks,Under 20,41224,156,3.784203376673782
2017,Non-Hispanic White,39-41 weeks,20-24,204079,502,2.4598317318293406
2017,Non-Hispanic White,39-41 weeks,25-29,366242,586,1.6000349495688642
2017,Non-Hispanic White,39-41 weeks,30-34,389303,460,1.1815989088190948
2017,Non-Hispanic White,39-41 weeks,35-39,175179,186,1.061771102700666
2017,Non-Hispanic White,39-41 weeks,40 and over,30653,60,1.9573940560467167
2017,Non-Hispanic White,42+ weeks,Under 20,5493,22,4.0050973966866925
2017,Non-Hispanic White,42+ weeks,20-24,23924,61,2.5497408460123725
2017,Non-Hispanic White,42+ weeks,25-29,34585,75,2.168570189388463
2017,Non-Hispanic White,42+ weeks,30-34,29043,61,2.1003339875357225
2017,Non-Hispanic White,42+ weeks,35-39,11689,37,3.1653691504833605
2017,Non-Hispanic White,42+ weeks,40 and over,2067,9,4.354136429608127
2018,Non-Hispanic Black,<28 weeks,Under 20,586,231,394.19795221843003
2018,Non-Hispanic Black,<28 weeks,20-24,1855,675,363.8814016172507
2018,Non-Hispanic Black,<28 weeks,25-29,2398,920,383.65304420350293
2018,Non-Hispanic Black,<28 weeks,30-34,1912,674,352.510460251046
2018,Non-Hispanic Black,<28 weeks,35-39,1173,383,326.5132139812447
2018,Non-Hispanic Black,<28 weeks,40 and over,324,115,354.9382716049383
2018,Non-Hispanic Black,28-31 weeks,Under 20,688,26,37.7906976744186
2018,Non-Hispanic Black,28-31 weeks,20-24,2360,133,56.35593220338983
2018,Non-Hispanic Black,28-31 weeks,25-29,2848,124,43.539325842696634
2018,Non-Hispanic Black,28-31 weeks,30-34,2224,83,37.32014388489208
2018,Non-Hispanic Black,28-31 weeks,35-39,1478,57,38.56562922868741
2018,Non-Hispanic Black,28-31 weeks,40 and over,441,21,47.61904761904761
2018,Non-Hispanic Black,32-33 weeks,Under 20,993,18,18.12688821752266
2018,Non-Hispanic Black,32-33 weeks,20-24,3008,59,19.61436170212766
2018,Non-Hispanic Black,32-33 weeks,25-29,3576,57,15.939597315436243
2018,Non-Hispanic Black,32-33 weeks,30-34,2775,48,17.2972972972973
2018,Non-Hispanic Black,32-33 weeks,35-39,1720,25,14.534883720930232
2018,Non-Hispanic Black,32-33 weeks,40 and over,555,12,21.62162162162162
2018,Non-Hispanic Black,34-36 weeks,Under 20,4285,42,9.801633605600934
2018,Non-Hispanic Black,34-36 weeks,20-24,14525,138,9.500860585197936
2018,Non-Hispanic Black,34-36 weeks,25-29,17747,173,9.748126443906012
2018,Non-Hispanic Black,34-36 weeks,30-34,13740,96,6.986899563318778
2018,Non-Hispanic Black,34-36 weeks,35-39,8527,56,6.5673742230561745
2018,Non-Hispanic Black,34-36 weeks,40 and over,2606,28,10.744435917114352
2018,Non-Hispanic Black,37-38 weeks,Under 20,10264,53,5.163678877630553
2018,Non-Hispanic Black,37-38 weeks,20-24,38640,181,4.684265010351966
2018,Non-Hispanic Black,37-38 weeks,25-29,47699,188,3.9413824189186353
2018,Non-Hispanic Black,37-38 weeks,30-34,36136,162,4.483063980518043
2018,Non-Hispanic Black,37-38 weeks,35-39,20697,55,2.6573899598975697
2018,Non-Hispanic Black,37-38 weeks,40 and over,5879,21,3.572036060554516
2018,Non-Hispanic Black,39-41 weeks,Under 20,19122,86,4.497437506536973
2018,Non-Hispanic Black,39-41 weeks,20-24,69727,274,3.9296111979577497
2018,Non-Hispanic Black,39-41 weeks,25-29,83912,247,2.9435599199161024
2018,Non-Hispanic Black,39-41 weeks,30-34,61508,141,2.2923847304415683
2018,Non-Hispanic Black,39-41 weeks,35-39,30824,65,2.108746431352193
2018,Non-Hispanic Black,39-41 weeks,40 and over,7036,27,3.837407617964753
2018,Non-Hispanic Black,42+ weeks,Under 20,1989,7,3.519356460532931
2018,Non-Hispanic Black,42+ weeks,20-24,7037,28,3.9789683103595284
2018,Non-Hispanic Black,42+ weeks,25-29,7906,38,4.806476094105743
2018,Non-Hispanic Black,42+ weeks,30-34,5442,15,2.7563395810363835
2018,Non-Hispanic Black,42+ weeks,35-39,2597,8,3.0804774740084713
2018,Non-Hispanic Black,42+ weeks,40 and over,620,5,8.064516129032258
2018,Non-Hispanic White,<28 weeks,Under 20,490,205,418.36734693877554
2018,Non-Hispanic White,<28 weeks,20-24,1521,570,374.75345167652864
2018,Non-Hispanic White,<28 weeks,25-29,2412,976,404.6434494195688
2018,Non-Hispanic White,<28 weeks,30-34,2322,896,385.8742463393626
2018,Non-Hispanic White,<28 weeks,35-39,1278,475,371.67449139280126
2018,Non-Hispanic White,<28 weeks,40 and over,351,126,358.97435897435895
2018,Non-Hispanic White,28-31 weeks,Under 20,726,35,48.209366391184574
2018,Non-Hispanic White,28-31 weeks,20-24,2687,155,57.68515072571641
2018,Non-Hispanic White,28-31 weeks,25-29,4385,187,42.64538198403649
2018,Non-Hispanic White,28-31 weeks,30-34,4659,168,36.0592401802962
2018,Non-Hispanic White,28-31 weeks,35-39,2616,113,43.19571865443425
2018,Non-Hispanic White,28-31 weeks,40 and over,768,39,50.78125
2018,Non-Hispanic White,32-33 weeks,Under 20,1030,25,24.271844660194173
2018,Non-Hispanic White,32-33 weeks,20-24,4078,96,23.54095144678764
2018,Non-Hispanic White,32-33 weeks,25-29,6569,105,15.98416806210991
2018,Non-Hispanic White,32-33 weeks,30-34,7375,109,14.779661016949154
2018,Non-Hispanic White,32-33 weeks,35-39,4218,53,12.565196775723093
2018,Non-Hispanic White,32-33 weeks,40 and over,1074,20,18.6219739292365
2018,Non-Hispanic White,34-36 weeks,Under 20,5478,55,10.040160642570282
2018,Non-Hispanic White,34-36 weeks,20-24,24657,233,9.449649186843493
2018,Non-Hispanic White,34-36 weeks,25-29,40677,308,7.571846498020994
2018,Non-Hispanic White,34-36 weeks,30-34,44372,257,5.791940863607681
2018,Non-Hispanic White,34-36 weeks,35-39,25654,170,6.626646916660169
2018,Non-Hispanic White,34-36 weeks,40 and over,6441,41,6.365471200124205
2018,Non-Hispanic White,37-38 weeks,Under 20,15333,80,5.21750472836366
2018,Non-Hispanic White,37-38 weeks,20-24,76882,295,3.83704898415754
2018,Non-Hispanic White,37-38 weeks,25-29,134597,435,3.231869952524945
2018,Non-Hispanic White,37-38 weeks,30-34,148122,318,2.146878924130109
2018,Non-Hispanic White,37-38 weeks,35-39,79518,181,2.276214190497749
2018,Non-Hispanic White,37-38 weeks,40 and over,17879,47,2.628782370378657
2018,Non-Hispanic White,39-41 weeks,Under 20,36715,124,3.3773661991011847
2018,Non-Hispanic White,39-41 weeks,20-24,192763,510,2.6457359555516358
2018,Non-Hispanic White,39-41 weeks,25-29,353750,564,1.5943462897526501
2018,Non-Hispanic White,39-41 weeks,30-34,386748,389,1.00582291311138
2018,Non-Hispanic White,39-41 weeks,35-39,178231,200,1.1221392462590682
2018,Non-Hispanic White,39-41 weeks,40 and over,30968,44,1.4208214931542238
2018,Non-Hispanic White,42+ weeks,Under 20,5073,21,4.139562389118865
2018,Non-Hispanic White,42+ weeks,20-24,22564,82,3.6341074277610352
2018,Non-Hispanic White,42+ weeks,25-29,32384,66,2.0380434782608696
2018,Non-Hispanic White,42+ weeks,30-34,28553,55,1.9262424263650055
2018,Non-Hispanic White,42+ weeks,35-39,11617,21,1.8076956184901436
2018,Non-Hispanic White,42+ weeks,40 and over,2059,6,2.9140359397765905
2019,Non-Hispanic Black,<28 weeks,Under 20,521,190,364.68330134357007
2019,Non-Hispanic Black,<28 weeks,20-24,1872,641,342.4145299145299
2019,Non-Hispanic Black,<28 weeks,25-29,2343,852,363.6363636363636
2019,Non-Hispanic Black,<28 weeks,30-34,2057,743,361.2056392805056
2019,Non-Hispanic Black,<28 weeks,35-39,1118,385,344.3649373881932
2019,Non-Hispanic Black,<28 weeks,40 and over,345,122,353.6231884057971
2019,Non-Hispanic Black,28-31 weeks,Under 20,726,37,50.964187327823694
2019,Non-Hispanic Black,28-31 weeks,20-24,2210,100,45.24886877828054
2019,Non-Hispanic Black,28-31 weeks,25-29,2829,114,40.296924708377524
2019,Non-Hispanic Black,28-31 weeks,30-34,2506,93,37.11093375897845
2019,Non-Hispanic Black,28-31 weeks,35-39,1453,50,34.41156228492773
2019,Non-Hispanic Black,28-31 weeks,40 and over,448,19,42.410714285714285
2019,Non-Hispanic Black,32-33 weeks,Under 20,959,18,18.769551616266945
2019,Non-Hispanic Black,32-33 weeks,20-24,2848,43,15.098314606741573
2019,Non-Hispanic Black,32-33 weeks,25-29,3567,75,21.026072329688816
2019,Non-Hispanic Black,32-33 weeks,30-34,2934,40,13.6332651670075
2019,Non-Hispanic Black,32-33 weeks,35-39,1833,24,13.093289689034371
2019,Non-Hispanic Black,32-33 weeks,40 and over,633,9,14.218009478672984
2019,Non-Hispanic Black,34-36 weeks,Under 20,4160,51,12.259615384615385
2019,Non-Hispanic Black,34-36 weeks,20-24,14180,146,10.296191819464035
2019,Non-Hispanic Black,34-36 weeks,25-29,18135,154,8.491866556382686
2019,Non-Hispanic Black,34-36 weeks,30-34,14478,108,7.459593866556155
2019,Non-Hispanic Black,34-36 weeks,35-39,8952,53,5.920464700625558
2019,Non-Hispanic Black,34-36 weeks,40 and over,2622,30,11.441647597254004
2019,Non-Hispanic Black,37-38 weeks,Under 20,10317,58,5.621789279829407
2019,Non-Hispanic Black,37-38 weeks,20-24,37584,211,5.614091102596849
2019,Non-Hispanic Black,37-38 weeks,25-29,48148,181,3.759242336130265
2019,Non-Hispanic Black,37-38 weeks,30-34,37326,138,3.6971547982639446
2019,Non-Hispanic Black,37-38 weeks,35-39,21410,78,3.6431574030826717
2019,Non-Hispanic Black,37-38 weeks,40 and over,6139,20,3.2578595862518323
2019,Non-Hispanic Black,39-41 weeks,Under 20,18306,67,3.6600021850759314
2019,Non-Hispanic Black,39-41 weeks,20-24,66495,250,3.7596811790360176
2019,Non-Hispanic Black,39-41 weeks,25-29,82064,252,3.070774030025346
2019,Non-Hispanic Black,39-41 weeks,30-34,61100,140,2.2913256955810146
2019,Non-Hispanic Black,39-41 weeks,35-39,30699,66,2.1499071630997753
2019,Non-Hispanic Black,39-41 weeks,40 and over,7135,26,3.644008409250175
2019,Non-Hispanic Black,42+ weeks,Under 20,1937,12,6.19514713474445
2019,Non-Hispanic Black,42+ weeks,20-24,6660,32,4.804804804804805
2019,Non-Hispanic Black,42+ weeks,25-29,7726,30,3.8829924928811805
2019,Non-Hispanic Black,42+ weeks,30-34,5419,15,2.768038383465584
2019,Non-Hispanic Black,42+ weeks,35-39,2482,9,3.6261079774375506
2019,Non-Hispanic Black,42+ weeks,40 and over,626,3,4.792332268370607
2019,Non-Hispanic White,<28 weeks,Under 20,402,150,373.13432835820896
2019,Non-Hispanic White,<28 weeks,20-24,1473,568,385.60760353021044
2019,Non-Hispanic White,<28 weeks,25-29,2332,888,380.78902229845625
2019,Non-Hispanic White,<28 weeks,30-34,2359,892,378.12632471386183
2019,Non-Hispanic White,<28 weeks,35-39,1398,477,341.20171673819743
2019,Non-Hispanic White,<28 weeks,40 and over,321,113,352.02492211838006
2019,Non-Hispanic White,28-31 weeks,Under 20,680,43,63.23529411764706
2019,Non-Hispanic White,28-31 weeks,20-24,2750,128,46.54545454545454
2019,Non-Hispanic White,28-31 weeks,25-29,4201,186,44.275172577957626
2019,Non-Hispanic White,28-31 weeks,30-34,4630,178,38.44492440604751
2019,Non-Hispanic White,28-31 weeks,35-39,2730,117,42.857142857142854
2019,Non-Hispanic White,28-31 weeks,40 and over,697,24,34.43328550932568
2019,Non-Hispanic White,32-33 weeks,Under 20,980,24,24.489795918367346
2019,Non-Hispanic White,32-33 weeks,20-24,3928,63,16.03869653767821
2019,Non-Hispanic White,32-33 weeks,25-29,6472,105,16.22373300370828
2019,Non-Hispanic White,32-33 weeks,30-34,7197,105,14.589412255106295
2019,Non-Hispanic White,32-33 weeks,35-39,4285,48,11.201866977829638
2019,Non-Hispanic White,32-33 weeks,40 and over,1094,18,16.453382084095065
2019,Non-Hispanic White,34-36 weeks,Under 20,5194,55,10.58914131690412
2019,Non-Hispanic White,34-36 weeks,20-24,24158,220,9.106714131964566
2019,Non-Hispanic White,34-36 weeks,25-29,40239,293,7.281493078853848
2019,Non-Hispanic White,34-36 weeks,30-34,45981,254,5.524020791196364
2019,Non-Hispanic White,34-36 weeks,35-39,26722,156,5.83788638574957
2019,Non-Hispanic White,34-36 weeks,40 and over,6670,43,6.446776611694153
2019,Non-Hispanic White,37-38 weeks,Under 20,14469,80,5.529062132835717
2019,Non-Hispanic White,37-38 weeks,20-24,75848,321,4.232148507541399
2019,Non-Hispanic White,37-38 weeks,25-29,134553,403,2.9951023016952427
2019,Non-Hispanic White,37-38 weeks,30-34,151320,308,2.0354216230504893
2019,Non-Hispanic White,37-38 weeks,35-39,81974,181,2.2080171761778122
2019,Non-Hispanic White,37-38 weeks,40 and over,18650,50,2.680965147453083
2019,Non-Hispanic White,39-41 weeks,Under 20,34226,115,3.3600186992345
2019,Non-Hispanic White,39-41 weeks,20-24,182690,466,2.550769062346051
2019,Non-Hispanic White,39-41 weeks,25-29,335994,496,1.4762168372054263
2019,Non-Hispanic White,39-41 weeks,30-34,376998,363,0.9628698295481674
2019,Non-Hispanic White,39-41 weeks,35-39,176133,201,1.1411830832382348
2019,Non-Hispanic White,39-41 weeks,40 and over,31388,45,1.4336689180578563
2019,Non-Hispanic White,42+ weeks,Under 20,4553,22,4.831978915001098
2019,Non-Hispanic White,42+ weeks,20-24,21038,62,2.9470481984979564
2019,Non-Hispanic White,42+ weeks,25-29,30707,61,1.9865177321131988
2019,Non-Hispanic White,42+ weeks,30-34,27674,42,1.5176700151767002
2019,Non-Hispanic White,42+ weeks,35-39,11546,23,1.9920318725099602
2019,Non-Hispanic White,42+ weeks,40 and over,2181,7,3.2095369096744615
2020,Non-Hispanic Black,<28 weeks,Under 20,503,174,345.92445328031806
2020,Non-Hispanic Black,<28 weeks,20-24,1622,581,358.19975339087546
2020,Non-Hispanic Black,<28 weeks,25-29,2192,778,354.9270072992701
2020,Non-Hispanic Black,<28 weeks,30-34,1928,696,360.99585062240664
2020,Non-Hispanic Black,<28 weeks,35-39,1111,353,317.73177317731773
2020,Non-Hispanic Black,<28 weeks,40 and over,311,99,318.3279742765273
2020,Non-Hispanic Black,28-31 weeks,Under 20,626,35,55.91054313099041
2020,Non-Hispanic Black,28-31 weeks,20-24,2030,93,45.8128078817734
2020,Non-Hispanic Black,28-31 weeks,25-29,2519,110,43.66812227074236
2020,Non-Hispanic Black,28-31 weeks,30-34,2362,78,33.02286198137172
2020,Non-Hispanic Black,28-31 weeks,35-39,1364,51,37.3900293255132
2020,Non-Hispanic Black,28-31 weeks,40 and over,448,21,46.875
2020,Non-Hispanic Black,32-33 weeks,Under 20,841,16,19.024970273483945
2020,Non-Hispanic Black,32-33 weeks,20-24,2655,60,22.598870056497177
2020,Non-Hispanic Black,32-33 weeks,25-29,3402,45,13.227513227513226
2020,Non-Hispanic Black,32-33 weeks,30-34,3028,44,14.531043593130779
2020,Non-Hispanic Black,32-33 weeks,35-39,1738,23,13.233601841196778
2020,Non-Hispanic Black,32-33 weeks,40 and over,574,11,19.16376306620209
2020,Non-Hispanic Black,34-36 weeks,Under 20,3789,37,9.765109527579837
2020,Non-Hispanic Black,34-36 weeks,20-24,13235,139,10.502455610124668
2020,Non-Hispanic Black,34-36 weeks,25-29,17032,154,9.041803663691873
2020,Non-Hispanic Black,34-36 weeks,30-34,14637,95,6.490401038464166
2020,Non-Hispanic Black,34-36 weeks,35-39,8801,59,6.703783660947619
2020,Non-Hispanic Black,34-36 weeks,40 and over,2860,17,5.944055944055944
2020,Non-Hispanic Black,37-38 weeks,Under 20,9565,62,6.481965499215891
2020,Non-Hispanic Black,37-38 weeks,20-24,35701,198,5.546063135486401
2020,Non-Hispanic Black,37-38 weeks,25-29,46279,221,4.775384083493593
2020,Non-Hispanic Black,37-38 weeks,30-34,37980,143,3.7651395471300684
2020,Non-Hispanic Black,37-38 weeks,35-39,22015,60,2.7254144901203725
2020,Non-Hispanic Black,37-38 weeks,40 and over,6391,39,6.102331403536223
2020,Non-Hispanic Black,39-41 weeks,Under 20,17316,90,5.197505197505198
2020,Non-Hispanic Black,39-41 weeks,20-24,62725,233,3.714627341570347
2020,Non-Hispanic Black,39-41 weeks,25-29,77120,234,3.034232365145228
2020,Non-Hispanic Black,39-41 weeks,30-34,60872,145,2.3820475752398473
2020,Non-Hispanic Black,39-41 weeks,35-39,30222,68,2.250016544239296
2020,Non-Hispanic Black,39-41 weeks,40 and over,7270,20,2.751031636863824
2020,Non-Hispanic Black,42+ weeks,Under 20,1760,12,6.8181818181818175
2020,Non-Hispanic Black,42+ weeks,20-24,6256,26,4.156010230179029
2020,Non-Hispanic Black,42+ weeks,25-29,7331,37,5.047060428318101
2020,Non-Hispanic Black,42+ weeks,30-34,5437,17,3.1267242964870334
2020,Non-Hispanic Black,42+ weeks,35-39,2533,9,3.5530990919857874
2020,Non-Hispanic Black,42+ weeks,40 and over,655,4,6.106870229007633
2020,Non-Hispanic White,<28 weeks,Under 20,371,142,382.7493261455526
2020,Non-Hispanic White,<28 weeks,20-24,1334,529,396.55172413793105
2020,Non-Hispanic White,<28 weeks,25-29,2090,747,357.4162679425837
2020,Non-Hispanic White,<28 weeks,30-34,2318,865,373.16652286453836
2020,Non-Hispanic White,<28 weeks,35-39,1277,446,349.25606891151136
2020,Non-Hispanic White,<28 weeks,40 and over,352,113,321.0227272727273
2020,Non-Hispanic White,28-31 weeks,Under 20,573,32,55.846422338568935
2020,Non-Hispanic White,28-31 weeks,20-24,2411,103,42.7208627125674
2020,Non-Hispanic White,28-31 weeks,25-29,3847,188,48.86924876527164
2020,Non-Hispanic White,28-31 weeks,30-34,4461,175,39.22887245012329
2020,Non-Hispanic White,28-31 weeks,35-39,2576,115,44.642857142857146
2020,Non-Hispanic White,28-31 weeks,40 and over,667,36,53.973013493253376
2020,Non-Hispanic White,32-33 weeks,Under 20,831,20,24.067388688327316
2020,Non-Hispanic White,32-33 weeks,20-24,3685,71,19.267299864314786
2020,Non-Hispanic White,32-33 weeks,25-29,5899,111,18.816748601457874
2020,Non-Hispanic White,32-33 weeks,30-34,6953,104,14.957572270962174
2020,Non-Hispanic White,32-33 weeks,35-39,3988,52,13.039117352056168
2020,Non-Hispanic White,32-33 weeks,40 and over,1054,19,18.026565464895636
2020,Non-Hispanic White,34-36 weeks,Under 20,4532,38,8.384819064430713
2020,Non-Hispanic White,34-36 weeks,20-24,22229,174,7.82761257816366
