year,cause_of_death,composition_effect,rate_effect,gap,composition_lo,composition_hi,rate_lo,rate_hi,gap_lo,gap_hi
2015,Respiratory distress,0.17974566846703086,0.02945389184113876,0.2091995603081696,0.16112514497604508,0.20109290938898358,-0.005155786987101533,0.06732089275291606,0.1669623634331153,0.2553494364676214
2015,Hemorrhage,0.13120930530926023,-0.048228728585715065,0.08298057672354517,0.11566342222547381,0.1484520708403836,-0.08270787655144611,-0.015100652170966173,0.04804976005279978,0.11854057510119426
2015,Necrotizing enterocolitis,0.12227518463611342,0.020340632422701812,0.14261581705881524,0.10654506690213872,0.13886468987427544,-0.013267643674975627,0.057850873970192056,0.10412604466105048,0.18513428374413374
2015,Congenital malformations,0.478693953659296,-0.10972939642210444,0.36896455723719157,0.4509873382225603,0.5048187600956898,-0.2250481888551442,-0.0035142778360630015,0.2517429816496609,0.4783915672130322
2015,SIDS (R95),0.04057452919649125,0.3756665374084434,0.41624106660493465,0.030959052132206552,0.051227049852094336,0.2982295077046984,0.45311254772793697,0.3356677606802114,0.4964697511266323
2015,Ill-defined/unspecified (R99),0.046898631866237155,0.31963205434964653,0.3665306862158837,0.03615702888562238,0.05827010547276256,0.25527200977253695,0.3882604885806868,0.2999265956536493,0.4345958236560226
2015,Unintentional injuries,0.010380579251679657,0.03989303168421592,0.05027361093589558,0.005431376560653069,0.01546166489719411,0.006080747715853006,0.07086677221062314,0.015939754624607866,0.08243181160361646
2015,Accidental suffocation in bed (W75),0.016761610974078328,0.25035082996785873,0.2671124409419371,0.008702791973626101,0.025205436625717288,0.18649714914510798,0.31824344520265263,0.20371818467036545,0.3350339122900298
2015,Assault (homicide),0.005920824907383305,0.06969188862265976,0.07561271353004306,0.0017590645009670598,0.010531052991702977,0.03617947038147992,0.10257902588414244,0.0433234117311589,0.10867520125341353
2016,Infection,0.37029837307238217,0.11624837006970977,0.48654674314209195,0.34166157604865205,0.3981336432987519,0.05727835299311881,0.18189448621635498,0.41846976681550474,0.5609309071215313
